ID,OneHotEncoder,LetterComposition
88,[0 0 0 ... 0 0 1],"[0.06502636 0.         0.00527241 0.04393673 0.05799649 0.05096661
 0.05272408 0.02460457 0.06151142 0.         0.07205624 0.07908612
 0.0228471  0.02987698 0.         0.08260105 0.03163445 0.05448155
 0.11950791 0.05096661 0.06326889 0.00351494 0.02811951 0.        ]"
89,[0 0 0 ... 0 0 1],"[0.06402439 0.         0.00609756 0.05487805 0.07621951 0.04878049
 0.0304878  0.02743902 0.0945122  0.         0.07317073 0.10365854
 0.02439024 0.03963415 0.         0.03963415 0.03353659 0.03963415
 0.06097561 0.05182927 0.08841463 0.00609756 0.03658537 0.        ]"
90,[0 0 0 ... 0 0 1],"[0.0647619  0.         0.00571429 0.04190476 0.06285714 0.05333333
 0.04761905 0.0247619  0.0647619  0.         0.0647619  0.08190476
 0.02095238 0.03047619 0.         0.08571429 0.03238095 0.05333333
 0.11428571 0.05333333 0.06285714 0.00380952 0.03047619 0.        ]"
91,[0 0 0 ... 0 0 1],"[0.07260726 0.         0.0550055  0.04510451 0.04510451 0.02860286
 0.08360836 0.03410341 0.03630363 0.         0.05280528 0.09130913
 0.01980198 0.04730473 0.         0.07590759 0.0440044  0.06380638
 0.06270627 0.04950495 0.06160616 0.00880088 0.0220022  0.        ]"
92,[0 0 0 ... 0 0 1],"[0.07452575 0.         0.06097561 0.04878049 0.06097561 0.03116531
 0.09214092 0.03523035 0.03658537 0.         0.04878049 0.07723577
 0.02303523 0.0501355  0.         0.05149051 0.04065041 0.05420054
 0.07452575 0.04336043 0.06504065 0.00948509 0.02168022 0.        ]"
93,[0 0 0 ... 0 0 1],"[0.07482993 0.         0.06122449 0.04897959 0.06122449 0.03129252
 0.09251701 0.03537415 0.03537415 0.         0.04897959 0.07619048
 0.02312925 0.05034014 0.         0.05170068 0.04081633 0.05442177
 0.07482993 0.04353741 0.06394558 0.00952381 0.02176871 0.        ]"
94,[0 0 0 ... 0 0 1],"[0.07462687 0.         0.06105834 0.04884668 0.06105834 0.0312076
 0.0936228  0.03527815 0.03527815 0.         0.05020353 0.07598372
 0.02306649 0.05020353 0.         0.05156038 0.04070556 0.05427408
 0.07462687 0.04341927 0.06377205 0.00949796 0.02170963 0.        ]"
95,[0 0 0 ... 0 0 1],"[0.05981795 0.         0.05721717 0.04681404 0.05461638 0.02990897
 0.11963589 0.03250975 0.03120936 0.         0.03250975 0.09492848
 0.01430429 0.03641092 0.         0.06111834 0.04551365 0.0663199
 0.07022107 0.04941482 0.05851756 0.0130039  0.0260078  0.        ]"
96,[0 0 0 ... 0 0 1],"[0.05725191 0.         0.0648855  0.04580153 0.05725191 0.02671756
 0.10687023 0.03816794 0.02290076 0.         0.03625954 0.08778626
 0.01908397 0.03435115 0.         0.05534351 0.05725191 0.06870229
 0.07061069 0.04580153 0.05534351 0.01717557 0.03244275 0.        ]"
97,[0 0 0 ... 0 0 1],"[0.06944444 0.         0.05555556 0.05092593 0.04166667 0.01736111
 0.08680556 0.02893519 0.01967593 0.         0.01736111 0.12847222
 0.01967593 0.02662037 0.         0.11342593 0.05671296 0.06134259
 0.08912037 0.03819444 0.05324074 0.01388889 0.01157407 0.        ]"
98,[0 0 0 ... 0 0 1],"[0.07032181 0.         0.05721097 0.05244338 0.04290822 0.01668653
 0.08939213 0.02979738 0.02026222 0.         0.01549464 0.12991657
 0.02026222 0.02622169 0.         0.10727056 0.05601907 0.06197855
 0.08820024 0.03933254 0.05005959 0.01430274 0.01191895 0.        ]"
99,[0 0 0 ... 0 0 1],"[0.06748466 0.         0.05889571 0.05153374 0.04417178 0.01717791
 0.09202454 0.03067485 0.0208589  0.         0.01472393 0.13128834
 0.0208589  0.02576687 0.         0.10306748 0.05766871 0.05889571
 0.08957055 0.0392638  0.04907975 0.01472393 0.01226994 0.        ]"
100,[0 0 0 ... 0 0 1],"[0.06473214 0.         0.02455357 0.04910714 0.05580357 0.02008929
 0.08035714 0.03571429 0.03348214 0.         0.01116071 0.14732143
 0.02232143 0.02901786 0.         0.09598214 0.03794643 0.06026786
 0.10267857 0.04017857 0.0625     0.01339286 0.01339286 0.        ]"
101,[0 0 0 ... 0 0 1],"[0.08286674 0.         0.01007839 0.06830907 0.09518477 0.0324748
 0.04703247 0.02911534 0.06830907 0.         0.06159015 0.09070549
 0.03135498 0.05039194 0.         0.0324748  0.06382979 0.0593505
 0.03807391 0.0537514  0.03807391 0.01791713 0.02911534 0.        ]"
102,[0 0 0 ... 0 0 1],"[0.08220721 0.         0.01126126 0.06756757 0.09459459 0.03265766
 0.04504505 0.02815315 0.06756757 0.         0.06306306 0.08896396
 0.03603604 0.05067568 0.         0.03153153 0.06306306 0.06081081
 0.03716216 0.05405405 0.03828829 0.01801802 0.02927928 0.        ]"
103,[0 0 0 ... 0 0 1],"[0.06190476 0.         0.03333333 0.05079365 0.04444444 0.03809524
 0.04126984 0.02063492 0.06507937 0.         0.04444444 0.10952381
 0.02063492 0.02539683 0.         0.08888889 0.02698413 0.04761905
 0.08730159 0.06349206 0.08095238 0.02222222 0.02698413 0.        ]"
104,[0 0 0 ... 0 0 1],"[0.06022187 0.         0.03169572 0.05071315 0.04437401 0.03803487
 0.04278922 0.02060222 0.06656101 0.         0.04437401 0.10935024
 0.022187   0.02535658 0.         0.08874802 0.02694136 0.04754358
 0.08716323 0.06339144 0.08082409 0.022187   0.02694136 0.        ]"
105,[0 0 0 ... 0 0 1],"[0.0826087  0.         0.0326087  0.02173913 0.05434783 0.03478261
 0.06304348 0.00434783 0.04130435 0.         0.05217391 0.1173913
 0.02608696 0.0326087  0.         0.0673913  0.02826087 0.06956522
 0.07608696 0.07608696 0.05652174 0.02826087 0.03478261 0.        ]"
106,[0 0 0 ... 0 0 1],"[0.08370044 0.         0.030837   0.02202643 0.05506608 0.03524229
 0.06387665 0.00440529 0.04185022 0.         0.05286344 0.11894273
 0.02643172 0.03303965 0.         0.0660793  0.02643172 0.06828194
 0.07488987 0.07488987 0.05726872 0.02863436 0.03524229 0.        ]"
107,[0 0 0 ... 0 0 1],"[0.07959641 0.         0.01121076 0.06950673 0.0941704  0.03251121
 0.04596413 0.03026906 0.06838565 0.         0.06053812 0.0941704
 0.03026906 0.04820628 0.         0.03363229 0.05829596 0.06053812
 0.04035874 0.05605381 0.03923767 0.01793722 0.02914798 0.        ]"
108,[0 0 0 ... 0 0 1],"[0.0800451  0.         0.01127396 0.06989853 0.09244645 0.03269448
 0.04396843 0.02931229 0.06764374 0.         0.06200676 0.09244645
 0.03494927 0.04847802 0.         0.03156708 0.05749718 0.06200676
 0.03945885 0.05749718 0.03945885 0.01803833 0.02931229 0.        ]"
109,[0 0 0 ... 0 0 1],"[0.07877462 0.         0.01203501 0.07111597 0.09190372 0.03282276
 0.04704595 0.02954048 0.0678337  0.         0.06126915 0.09299781
 0.03391685 0.04814004 0.         0.03282276 0.05689278 0.06017505
 0.0404814  0.05689278 0.03829322 0.01750547 0.02954048 0.        ]"
110,[0 0 0 ... 0 0 1],"[0.08602151 0.         0.01075269 0.06774194 0.08924731 0.03548387
 0.04623656 0.02903226 0.06451613 0.         0.06021505 0.09462366
 0.0344086  0.04623656 0.         0.03225806 0.05806452 0.06129032
 0.04086022 0.05913978 0.03870968 0.0172043  0.02795699 0.        ]"
111,[0 0 0 ... 0 0 1],"[0.09813665 0.         0.01614907 0.03602484 0.02981366 0.02981366
 0.08322981 0.01614907 0.05962733 0.         0.03975155 0.07826087
 0.02857143 0.05714286 0.         0.05590062 0.02236025 0.0484472
 0.10186335 0.09440994 0.0484472  0.01863354 0.03726708 0.        ]"
112,[0 0 0 ... 0 0 1],"[0.09898477 0.         0.01649746 0.03680203 0.02918782 0.03045685
 0.08502538 0.01649746 0.05964467 0.         0.04060914 0.0786802
 0.02918782 0.05837563 0.         0.05456853 0.0215736  0.04822335
 0.10025381 0.09263959 0.04695431 0.01903553 0.03680203 0.        ]"
113,[0 0 0 ... 0 0 1],"[0.08545455 0.         0.01454545 0.05363636 0.05727273 0.04090909
 0.09181818 0.02363636 0.06818182 0.         0.06727273 0.08
 0.03090909 0.03       0.         0.05090909 0.02909091 0.04181818
 0.05818182 0.05545455 0.07363636 0.01090909 0.03636364 0.        ]"
114,[0 0 0 ... 0 0 1],"[0.08432631 0.         0.01466544 0.05316224 0.05774519 0.04124656
 0.09349221 0.02474794 0.06874427 0.         0.06782768 0.08065995
 0.03116407 0.03024748 0.         0.04949588 0.0284143  0.04216315
 0.05591201 0.05591201 0.07332722 0.01008249 0.03666361 0.        ]"
115,[0 0 0 ... 0 0 1],"[0.08026756 0.         0.01114827 0.06020067 0.10367893 0.03121516
 0.03790412 0.02564103 0.07023411 0.         0.05908584 0.09364548
 0.03455964 0.0490524  0.         0.03121516 0.06465998 0.0657748
 0.04793757 0.05128205 0.03567447 0.01783724 0.02898551 0.        ]"
116,[0 0 0 ... 0 0 1],"[0.07908992 0.         0.01191766 0.06283857 0.10400867 0.03141928
 0.03900325 0.02600217 0.06933911 0.         0.05850488 0.09534128
 0.03358613 0.04983749 0.         0.03033586 0.06392199 0.06392199
 0.04983749 0.04983749 0.03575298 0.01733478 0.02816901 0.        ]"
117,[0 0 0 ... 0 0 1],"[0.05753968 0.         0.02579365 0.04563492 0.05555556 0.04563492
 0.03571429 0.01388889 0.07936508 0.         0.05753968 0.12301587
 0.02777778 0.04365079 0.         0.05555556 0.02380952 0.03571429
 0.07738095 0.05357143 0.07539683 0.0218254  0.04563492 0.        ]"
118,[0 0 0 ... 0 0 1],"[0.05346535 0.         0.02574257 0.04554455 0.05544554 0.04554455
 0.03960396 0.01386139 0.07920792 0.         0.05742574 0.12277228
 0.02772277 0.04356436 0.         0.05742574 0.02376238 0.03564356
 0.07920792 0.05346535 0.07326733 0.02178218 0.04554455 0.        ]"
119,[0 0 0 ... 0 0 1],"[0.04907975 0.         0.02453988 0.0408998  0.06543967 0.0408998
 0.03885481 0.01431493 0.07566462 0.         0.06543967 0.11860941
 0.02453988 0.04498978 0.         0.0593047  0.03067485 0.03476483
 0.08588957 0.05521472 0.06748466 0.01840491 0.04498978 0.        ]"
120,[0 0 0 ... 0 0 1],"[0.08389262 0.         0.01118568 0.06040268 0.10290828 0.03131991
 0.03914989 0.02572707 0.0738255  0.         0.05928412 0.09395973
 0.03243848 0.05145414 0.         0.03131991 0.06152125 0.06711409
 0.04250559 0.04809843 0.03691275 0.01789709 0.02908277 0.        ]"
121,[0 0 0 ... 0 0 1],"[0.08501119 0.         0.01118568 0.06040268 0.10178971 0.03020134
 0.03914989 0.02572707 0.07270694 0.         0.05928412 0.0950783
 0.03243848 0.05033557 0.         0.03020134 0.06152125 0.06823266
 0.04250559 0.04809843 0.03691275 0.01789709 0.03131991 0.        ]"
122,[0 0 0 ... 0 0 1],"[0.06539075 0.         0.02870813 0.04944179 0.04944179 0.03668262
 0.04625199 0.02870813 0.05901116 0.         0.0430622  0.10685805
 0.02232855 0.02232855 0.         0.09728868 0.02711324 0.05263158
 0.07974482 0.05901116 0.07814992 0.02232855 0.02551834 0.        ]"
123,[0 0 0 ... 0 0 1],"[0.07014388 0.         0.03417266 0.04316547 0.04496403 0.04136691
 0.0557554  0.02877698 0.05755396 0.         0.03776978 0.08992806
 0.02338129 0.01258993 0.         0.10971223 0.02517986 0.05035971
 0.09352518 0.06654676 0.07374101 0.01978417 0.02158273 0.        ]"
124,[0 0 0 ... 0 0 1],"[0.08174387 0.         0.01453224 0.05358765 0.05722071 0.03996367
 0.09264305 0.02270663 0.06993642 0.         0.0653951  0.08174387
 0.03088102 0.03178928 0.         0.05267938 0.02997275 0.04359673
 0.05540418 0.05722071 0.07266122 0.00999092 0.03633061 0.        ]"
125,[0 0 0 ... 0 0 1],"[0.08249313 0.         0.01466544 0.05316224 0.05774519 0.04032997
 0.09349221 0.02291476 0.07057745 0.         0.0659945  0.08157654
 0.03116407 0.03208066 0.         0.05132906 0.02933089 0.04307974
 0.05316224 0.05774519 0.07241063 0.01008249 0.03666361 0.        ]"
126,[0 0 0 ... 0 0 1],"[0.07951807 0.         0.01566265 0.04698795 0.05301205 0.0373494
 0.09518072 0.02289157 0.07349398 0.         0.0626506  0.07710843
 0.03855422 0.0313253  0.         0.05301205 0.03373494 0.05180723
 0.05662651 0.06024096 0.06987952 0.01084337 0.03012048 0.        ]"
127,[0 0 0 ... 0 0 1],"[0.0461165  0.         0.04247573 0.0788835  0.07038835 0.04368932
 0.05461165 0.02427184 0.04247573 0.         0.07524272 0.07645631
 0.01820388 0.05097087 0.         0.05582524 0.04004854 0.0473301
 0.0776699  0.04975728 0.06674757 0.00728155 0.0315534  0.        ]"
128,[0 0 0 ... 0 0 1],"[0.04034582 0.         0.04899135 0.07492795 0.07060519 0.04322767
 0.06195965 0.02305476 0.04466859 0.         0.07492795 0.07925072
 0.01585014 0.05619597 0.         0.04610951 0.03746398 0.04755043
 0.06916427 0.04899135 0.07204611 0.00864553 0.03602305 0.        ]"
129,[0 0 0 ... 0 0 1],"[0.06720742 0.         0.05561993 0.05098494 0.04403244 0.01738123
 0.08806489 0.02665122 0.02433372 0.         0.01969873 0.12862109
 0.01042874 0.02433372 0.         0.11239861 0.05561993 0.06604867
 0.0764774  0.04982619 0.05330243 0.01506373 0.01390498 0.        ]"
130,[0 0 0 ... 0 0 1],"[0.06088083 0.         0.0634715  0.05051813 0.04792746 0.01813472
 0.09196891 0.03367876 0.02590674 0.         0.01554404 0.13212435
 0.01165803 0.02590674 0.         0.08678756 0.05829016 0.0634715
 0.07512953 0.05440415 0.05310881 0.01683938 0.0142487  0.        ]"
131,[0 0 0 ... 0 0 1],"[0.06923077 0.         0.075      0.05192308 0.04230769 0.01346154
 0.1        0.01538462 0.01730769 0.         0.02115385 0.13846154
 0.01153846 0.02307692 0.         0.11538462 0.06538462 0.05961538
 0.07307692 0.04038462 0.03846154 0.01538462 0.01346154 0.        ]"
132,[0 0 0 ... 0 0 1],"[0.06432039 0.         0.05825243 0.04975728 0.04490291 0.01699029
 0.09466019 0.02791262 0.02548544 0.         0.01820388 0.13106796
 0.01092233 0.02427184 0.         0.10194175 0.05582524 0.0631068
 0.07524272 0.05097087 0.05461165 0.01699029 0.01456311 0.        ]"
133,[0 0 0 ... 0 0 1],"[0.06477093 0.         0.06161137 0.05055292 0.03949447 0.02527646
 0.09478673 0.02685624 0.02685624 0.         0.00947867 0.11690363
 0.01263823 0.0300158  0.         0.08688784 0.05687204 0.06951027
 0.08688784 0.0521327  0.05845182 0.01895735 0.01105845 0.        ]"
134,[0 0 0 ... 0 0 1],"[0.06388206 0.         0.05896806 0.05036855 0.04545455 0.01719902
 0.09336609 0.02825553 0.02579853 0.         0.01842752 0.13022113
 0.01105651 0.02457002 0.         0.1019656  0.05651106 0.06388206
 0.07493857 0.05159705 0.05282555 0.01597052 0.01474201 0.        ]"
135,[0 0 0 ... 0 0 1],"[0.06728538 0.         0.05568445 0.05104408 0.04408353 0.01740139
 0.08816705 0.02668213 0.02436195 0.         0.01972158 0.1287703
 0.01044084 0.02436195 0.         0.112529   0.05452436 0.06612529
 0.07656613 0.04988399 0.05336427 0.01508121 0.01392111 0.        ]"
136,[0 0 0 ... 0 0 1],"[0.06555423 0.         0.05721097 0.05005959 0.04410012 0.01787843
 0.09058403 0.02741359 0.0250298  0.         0.01907032 0.12991657
 0.01072706 0.0238379  0.         0.10727056 0.05721097 0.06436234
 0.07747318 0.05005959 0.05244338 0.01549464 0.01430274 0.        ]"
137,[0 0 0 ... 0 0 1],"[0.06563246 0.         0.05727924 0.05131265 0.04534606 0.01670644
 0.09069212 0.0274463  0.02505967 0.         0.01909308 0.12887828
 0.01073986 0.02505967 0.         0.10739857 0.0548926  0.06563246
 0.07398568 0.05131265 0.05369928 0.01551313 0.01431981 0.        ]"
138,[0 0 0 ... 0 0 1],"[0.06690998 0.         0.05717762 0.05109489 0.04744526 0.01824818
 0.08880779 0.02798054 0.0243309  0.         0.01946472 0.12895377
 0.01094891 0.02554745 0.         0.0973236  0.05596107 0.06569343
 0.07542579 0.05474453 0.05474453 0.01581509 0.013382   0.        ]"
139,[0 0 0 ... 0 0 1],"[0.06699147 0.         0.05724726 0.05115713 0.04750305 0.0182704
 0.08891596 0.02801462 0.02436054 0.         0.01948843 0.12911084
 0.01096224 0.02557856 0.         0.09744214 0.05481121 0.06577345
 0.07551766 0.05481121 0.05481121 0.01583435 0.01339829 0.        ]"
140,[0 0 0 ... 0 0 1],"[0.06524467 0.         0.05897114 0.05144291 0.0489335  0.01756587
 0.09159348 0.02885822 0.0250941  0.         0.01882058 0.12923463
 0.01129235 0.02634881 0.         0.09159348 0.05520703 0.06524467
 0.0727729  0.05646173 0.05520703 0.01631117 0.01380176 0.        ]"
141,[0 0 0 ... 0 0 1],"[0.06030151 0.         0.06407035 0.05025126 0.04648241 0.01758794
 0.09045226 0.03266332 0.02512563 0.         0.01507538 0.13442211
 0.01130653 0.02512563 0.         0.08919598 0.05653266 0.0678392
 0.07663317 0.0540201  0.05276382 0.01633166 0.0138191  0.        ]"
142,[0 0 0 ... 0 0 1],"[0.03441296 0.         0.02834008 0.048583   0.05870445 0.06275304
 0.048583   0.03238866 0.06680162 0.         0.05668016 0.10728745
 0.0242915  0.04251012 0.         0.05060729 0.02226721 0.03643725
 0.05668016 0.0708502  0.09109312 0.02834008 0.03238866 0.        ]"
143,[0 0 0 ... 0 0 1],"[0.03549061 0.         0.02922756 0.0480167  0.05636743 0.06471816
 0.05010438 0.03131524 0.06680585 0.         0.05845511 0.10647182
 0.02296451 0.03966597 0.         0.05219207 0.02087683 0.03549061
 0.05845511 0.07098121 0.09185804 0.02713987 0.03340292 0.        ]"
144,[0 0 0 ... 0 0 1],"[0.0687237  0.         0.0112202  0.03786816 0.06591865 0.03646564
 0.05049088 0.00981767 0.06451613 0.         0.05890603 0.07713885
 0.02384292 0.05610098 0.         0.04488079 0.03506311 0.07012623
 0.10799439 0.06451613 0.06171108 0.01542777 0.03927069 0.        ]"
145,[0 0 0 ... 0 0 1],"[0.07038123 0.         0.01173021 0.03665689 0.06451613 0.03372434
 0.05131965 0.01026393 0.06744868 0.         0.06158358 0.07771261
 0.02492669 0.0483871  0.         0.04398827 0.03519062 0.06891496
 0.1085044  0.0659824  0.06158358 0.01612903 0.04105572 0.        ]"
146,[0 0 0 ... 0 0 1],"[0.07395498 0.         0.01286174 0.03376206 0.06109325 0.03536977
 0.04823151 0.01125402 0.07234727 0.         0.06270096 0.07877814
 0.02733119 0.04340836 0.         0.04019293 0.03536977 0.06752412
 0.10610932 0.0659164  0.06109325 0.01768489 0.04501608 0.        ]"
147,[0 0 0 ... 0 0 1],"[0.05139186 0.         0.01927195 0.0620985  0.04925054 0.05567452
 0.05353319 0.01927195 0.08351178 0.         0.05353319 0.1006424
 0.0235546  0.03426124 0.         0.04068522 0.02141328 0.05995717
 0.07066381 0.05781585 0.0856531  0.02997859 0.02783726 0.        ]"
148,[0 0 0 ... 0 0 1],"[0.03881279 0.         0.02054795 0.06621005 0.05251142 0.05936073
 0.0456621  0.02054795 0.0913242  0.         0.05707763 0.09360731
 0.02283105 0.03881279 0.         0.04109589 0.02283105 0.043379
 0.07534247 0.06164384 0.0890411  0.02968037 0.02968037 0.        ]"
149,[0 0 0 ... 0 0 1],"[0.0703259  0.         0.01200686 0.03430532 0.06861063 0.02915952
 0.07890223 0.03773585 0.03773585 0.         0.04288165 0.10634648
 0.01715266 0.01543739 0.         0.06861063 0.03945111 0.06346484
 0.0703259  0.05660377 0.09262436 0.02572899 0.03259005 0.        ]"
150,[0 0 0 ... 0 0 1],"[0.07084469 0.         0.02452316 0.03814714 0.05449591 0.03814714
 0.06811989 0.05449591 0.03269755 0.         0.03814714 0.10899183
 0.01362398 0.01089918 0.         0.07084469 0.04087193 0.06811989
 0.06811989 0.04904632 0.09264305 0.02452316 0.03269755 0.        ]"
151,[0 0 0 ... 0 0 1],"[0.04098361 0.         0.03187614 0.04098361 0.05919854 0.04553734
 0.06193078 0.03005464 0.0582878  0.         0.06739526 0.11566485
 0.0136612  0.0428051  0.         0.04189435 0.03734062 0.03005464
 0.09653916 0.06010929 0.08014572 0.0136612  0.03187614 0.        ]"
152,[0 0 0 ... 0 0 1],"[0.03807615 0.         0.03006012 0.04008016 0.06012024 0.04609218
 0.06412826 0.03006012 0.05811623 0.         0.07214429 0.11523046
 0.01302605 0.04308617 0.         0.03807615 0.03607214 0.03106212
 0.0991984  0.06212425 0.08016032 0.01402806 0.02905812 0.        ]"
153,[0 0 0 ... 0 0 1],"[0.039239   0.         0.02259215 0.04280618 0.0665874  0.04399524
 0.05350773 0.02853746 0.06064209 0.         0.0725327  0.12485137
 0.01189061 0.04399524 0.         0.04042806 0.03567182 0.03686088
 0.09274673 0.06064209 0.08680143 0.01070155 0.02497027 0.        ]"
154,[0 0 0 ... 0 0 1],"[0.04084014 0.         0.02217036 0.042007   0.06417736 0.04434072
 0.05250875 0.02800467 0.0630105  0.         0.07117853 0.12368728
 0.01166861 0.04317386 0.         0.042007   0.0361727  0.0361727
 0.09101517 0.06184364 0.08634772 0.01283547 0.02683781 0.        ]"
